# x,f(x)
1.4094,2.5024
2.4287,-1.8701
3.4465,-2.2706
7.8329,-0.7000
6.4269,-1.9142
6.8803,-2.9670
7.0231,-2.9934
1.7154,1.1468
7.8010,-1.1054
8.0185,0.1312
8.1061,0.4646
2.3487,-1.5674
0.0748,0.2125
1.5289,1.9595
4.5417,2.2961
5.1445,2.9688
9.5298,1.9223
9.1857,3.0179
9.5226,2.0230
5.7605,1.1086
4.9614,2.9529
9.2111,2.7538
6.5930,-2.5443
4.5976,2.3145
8.6745,2.7389
4.1772,0.6490
6.2767,-1.2647
2.1317,-0.5987
6.4473,-2.0374
2.0335,-0.1633
0.2176,1.1141
6.7664,-2.8108
2.8439,-2.7822
8.6576,2.5901
2.7501,-2.8210
0.8410,2.9299
3.1819,-2.6842
7.6919,-1.3254
2.2305,-1.0792
6.5829,-2.4908
3.3375,-2.6115
5.5950,1.8389
0.7113,2.5729
6.7801,-2.8296
5.6323,1.5173
7.1554,-2.8634
1.2185,2.7519
5.2813,2.6179
8.1513,0.6980
3.6197,-1.8216
3.8480,-0.6481
3.5225,-2.0914
8.9369,3.1732
2.3994,-1.7339
0.8761,2.8186
8.6690,2.7487
9.5562,1.7634
3.6402,-1.5191
8.1645,0.9641
3.5315,-2.0355
6.1192,-0.4970
9.4084,2.2835
0.1444,0.7971
1.0963,2.9160
9.7003,1.2858
4.6229,2.3547
3.8571,-0.7057
5.6124,1.8310
9.5575,1.8526
2.0305,-0.0177
4.1708,0.7575
2.0291,0.0160
5.0052,2.8681
5.6286,1.6563
6.1961,-0.8666
2.7431,-2.7798
3.8293,-0.7895
3.0495,-3.1451
3.2824,-2.4695
5.0049,2.8529
6.9590,-3.0952
2.9904,-2.8558
4.7809,2.8152
6.9011,-2.7802
3.1615,-2.9031
9.0467,3.0438
0.0101,0.0211
7.7998,-0.9095
6.5139,-2.2739
9.3720,2.5735
6.2718,-1.2013
2.5029,-2.0763
2.9365,-3.0519
6.0306,-0.0782
0.6985,2.7506
0.6845,2.7800
2.5694,-2.2886
1.8812,0.6224
6.8199,-3.0645
3.5898,-1.7177
4.7289,2.6366
8.1614,0.9829
0.4581,1.9040
0.5795,2.4358
6.9966,-2.9861
2.5423,-2.1654
6.4515,-1.7722
0.4054,1.7620
7.8518,-0.6599
5.8407,0.7782
4.5060,2.1247
0.7059,2.7631
3.2045,-2.8569
4.6573,2.6865
2.2713,-1.0745
5.7088,1.2533
9.9978,0.0190
5.6419,1.6184
2.1046,-0.4442
2.1396,-0.5622
4.2503,1.1219
2.5599,-2.3399
3.3219,-2.4905
0.4048,1.8681
7.5241,-2.1021
0.7711,2.8136
2.3820,-1.4779
5.1513,2.9891
6.5092,-2.2491
9.3966,2.4689
4.2362,1.1050
6.1331,-0.5880
7.3056,-2.6999
7.5536,-1.8823
4.7122,2.5803
2.2467,-1.2470
1.1304,2.7315
1.0957,3.0291
2.2031,-0.9157
7.1978,-2.8893
7.4792,-2.2960
4.1944,0.9423
0.3387,1.6639
5.2148,2.8707
8.0975,0.4613
3.6855,-1.3317
1.2514,2.8272
3.7749,-1.0279
3.0944,-2.9232
1.2902,2.6770
2.1032,-0.6111
2.1514,-0.5704
9.3482,2.3991
4.0313,0.0760
1.4782,2.2988
6.7529,-2.8108
5.5523,1.8338
1.0099,3.0718
0.4356,1.8834
5.6429,1.5446
4.7026,2.6898
0.9389,3.0211
1.9020,0.5757
1.7103,1.2139
7.0031,-2.8769
5.7255,1.2263
6.0485,-0.0930
8.4162,1.8636
4.5060,2.1838
9.4025,2.3916
8.5372,2.2993
5.8341,0.8149
2.4654,-2.0937
5.7489,1.2112
4.5054,2.1235
5.3812,2.5572
2.6340,-2.4148
2.8568,-3.0282
7.9018,-0.4191
4.4737,1.8059
8.7077,2.6236
3.7733,-1.1557
6.0110,0.0491
8.5295,2.1028
6.8043,-2.8554
6.9898,-2.8065
2.1571,-0.8025
3.4384,-2.2954
9.1445,2.8989
5.0713,2.9695
7.7030,-1.5465
9.2421,2.5645
1.4951,2.1675
8.5708,2.4921
6.5191,-2.0179
8.1491,0.7834
4.3005,1.3590
1.7257,1.1664
0.3038,1.6053
6.0440,-0.2145
6.7010,-2.7514
1.1404,2.9800
5.1657,2.8083
7.2691,-2.5301
0.3062,1.3775
3.1795,-3.0098
9.2815,2.8514
3.8981,-0.3344
0.3852,1.7399
1.4102,2.3307
5.4298,2.3759
2.3329,-1.4597
7.0912,-3.0639
2.5733,-2.3977
4.5085,2.1621
4.6159,2.4754
3.0577,-2.9932
9.1745,2.9573
2.4583,-1.9606
7.5197,-2.2451
7.3481,-2.4316
4.7221,2.8490
4.9926,2.9541
4.1332,0.6296
8.5180,2.1979
1.0425,3.0079
1.3374,2.5154
1.8496,0.7912
7.9790,-0.0713
6.2035,-1.1574
4.1800,1.0314
3.3144,-2.6006
8.3227,1.3568
5.9481,0.2101
8.5079,2.1981
7.8247,-0.8992
1.6009,1.7611
8.7965,2.8638
7.1726,-2.9167
6.5923,-2.4147
7.7287,-1.4301
6.1505,-0.7231
8.4805,2.1190
8.1590,0.6927
4.9601,3.0840
5.1888,2.8730
0.2693,1.2606
1.9073,0.3757
7.2091,-2.7450
3.0972,-2.9407
7.2835,-2.7071
4.6256,2.4196
0.0403,0.2052
1.5503,1.8194
9.2802,2.7861
9.5869,1.8168
3.0150,-3.1721
9.2684,2.7810
0.0908,0.5640
1.9873,-0.1022
0.5214,2.2303
7.0364,-2.9322
0.8092,2.8147
1.0186,2.9445
9.7740,1.1241
1.9864,0.1162
4.9341,2.9493
1.0272,2.9634
8.1419,0.4274
4.0057,0.0646
3.2108,-3.0253
4.4398,1.9366
0.0275,0.2973
2.6887,-2.7109
8.7461,2.9613
4.4024,1.7177
5.1940,2.9792
5.3556,2.4576
7.6669,-1.4185
0.6039,2.3813
4.4348,1.9853
6.7906,-2.9336
0.0655,0.2980
6.4254,-1.9599
5.7570,0.9088
6.3218,-1.4793
8.3361,1.6133
0.9663,3.0905
9.6238,1.7723
7.2615,-2.8113
6.4832,-2.1130
3.5126,-2.0236
4.4764,2.1072
5.9316,0.3180
6.9150,-3.1019
3.1217,-2.8979
1.0690,2.9337
3.5158,-2.0945
4.0940,0.3259
1.1810,2.7814
6.2436,-1.1999
9.9612,0.1406
3.1344,-2.8661
4.8953,2.9954
1.5240,1.9933
7.4203,-2.5128
9.5078,2.0756
3.6883,-1.5071
2.0644,-0.3337
8.2288,0.9913
2.5713,-2.1034
4.8116,2.8805
7.9860,0.0133
8.8795,2.8044
8.6430,2.4031
5.8784,0.4568
1.1964,2.9603
9.4376,2.1991
7.8004,-0.9979
1.4920,2.0856
0.5134,2.1594
2.0221,-0.0524
8.2046,0.8755
0.8376,2.9365
1.1998,2.8582
7.7093,-1.2064
3.1126,-2.8603
3.5705,-1.8431
5.8091,0.8128
3.6804,-1.4341
7.4904,-2.0686
8.2994,1.3513
8.2861,1.3859
4.3627,1.5733
9.5605,1.9544
6.1336,-0.6989
1.4849,1.9813
0.1072,0.4999
7.5906,-1.8352
2.3292,-1.5267
0.1457,0.7226
3.5142,-2.0660
7.8135,-0.6282
0.8071,3.0190
2.6115,-2.5138
3.4782,-2.2179
0.4183,1.8012
4.5044,2.0901
0.4487,1.9206
5.9144,0.2147
2.4437,-1.9359
7.9305,-0.3490
9.3225,2.5360
6.8424,-3.0137
5.7166,1.4010
7.7634,-1.0778
6.1836,-0.9799
1.2876,2.8047
1.0486,2.8828
1.8478,0.7253
7.9744,-0.1483
5.1988,2.8747
1.2934,2.6114
0.4033,1.8550
9.5554,1.8772
6.0982,-0.6320
7.3374,-2.6838
8.5776,2.2639
5.2375,2.6734
8.4048,1.7076
6.1741,-0.8007
9.4995,2.2558
3.4127,-2.3426
4.1814,0.7164
3.8440,-0.6940
4.0474,0.1973
8.3065,1.3010
8.2597,1.1191
8.1843,0.7982
5.1860,2.8882
4.3431,1.5190
9.7106,1.1414
0.4768,2.0987
1.6043,1.5198
2.9027,-2.9737
7.0734,-3.1169
4.0891,0.5259
9.0281,3.0873
7.9244,-0.3022
4.4062,1.6765
4.4249,1.9354
9.6750,1.3883
4.2910,1.2945
0.3313,1.4011
9.0817,3.1612
0.9101,3.0682
9.0485,3.2446
8.6106,2.5569
8.6545,2.6595
7.5498,-1.9864
3.6663,-1.5578
3.9439,-0.2930
3.8555,-0.5926
3.0706,-2.8423
2.4020,-1.6939
6.1336,-0.6811
7.1227,-3.0164
2.7214,-2.6651
0.4697,1.9850
4.0107,0.0418
0.5565,2.2483
3.4194,-2.3604
7.6339,-1.6336
4.7758,2.7071
3.9724,0.0142
9.0560,3.1355
1.2193,2.7086
6.5822,-2.2949
6.4694,-2.0240
1.3306,2.7866
5.7481,1.3838
0.5742,2.3504
1.3798,2.3188
7.0027,-2.8983
4.9316,3.0549
7.6651,-1.3600
9.1815,2.8642
7.9893,-0.0791
1.9135,0.3289
2.3537,-1.4489
7.7196,-1.2874
2.7339,-2.6474
0.7191,2.8783
6.5027,-2.0537
5.6201,1.5546
1.2465,2.8659
6.9613,-2.7963
9.3819,2.5247
4.6461,2.5867
9.9536,0.0904
1.0468,2.9152
6.4203,-1.7151
4.9884,3.0573
0.9810,3.1595
3.2219,-2.8558
5.5355,2.0209
1.3536,2.6721
0.4941,2.0019
2.1955,-0.8161
1.8108,0.8794
9.8753,0.5498
1.2235,2.7356
2.7666,-2.7926
2.4094,-1.8843
2.8556,-2.9600
1.2795,2.6987
7.0279,-3.0956
6.1687,-0.8007
8.7410,2.6611
5.3681,2.3913
8.5800,2.3844
0.0578,0.1632
5.5207,2.1343
0.2449,1.0449
7.5273,-2.0644
1.9410,0.1894
4.7227,2.6856
5.2172,2.7158
1.7917,0.9185
0.1434,0.5221
6.4267,-1.7989
3.1973,-2.8383
3.5924,-1.7909
0.6880,2.6932
8.1489,0.5701
2.2365,-1.1252
4.3923,1.7713
8.8687,2.7786
1.2606,2.6197
3.7099,-1.2639
8.4539,1.9554
4.3653,1.7354
8.8997,2.8899
4.5285,2.1155
1.3195,2.7186
1.9446,0.2420
2.1452,-0.6083
0.6127,2.4656
4.1816,0.9033
7.0755,-2.7596
5.8593,0.8658
0.8598,3.0622
4.2048,0.9655
4.3354,1.5257
1.2783,2.6342
2.0514,-0.0850
4.1977,1.0398
3.4403,-2.2656
4.3409,1.5683
8.7434,2.8188
0.0417,0.2643
1.4781,2.4123
6.5246,-2.3504
5.0065,3.1068
7.0189,-2.8604
3.2566,-2.6531
4.8421,2.7524
7.4162,-2.3407
1.3354,2.5326
3.3425,-2.7488
9.7209,1.3759
2.6152,-2.4399
0.1806,0.8441
7.7557,-1.2154
2.6585,-2.6129
9.8953,0.7088
9.5064,2.1596
3.3754,-2.3673
5.7486,1.2458
6.2570,-1.1948
1.1711,2.9115
2.1881,-0.9140
4.2570,1.1847
3.9556,-0.1113
5.8316,0.8733
6.7715,-2.5748
3.9960,-0.0992
9.0887,3.1337
9.9388,0.2919
4.3363,1.5831
9.4264,2.4853
1.2958,2.6867
1.0489,2.9411
9.7582,1.1138
8.9343,2.9595
2.3048,-1.4417
9.2835,2.7258
9.3209,2.6689
3.3017,-2.6753
4.4722,2.0441
8.8332,2.7885
3.3110,-2.6106
5.1429,2.8595
4.9281,2.8705
7.0881,-2.9825
4.2371,1.1096
6.0758,-0.5404
6.7025,-2.8309
0.1171,0.5445
5.9788,0.1936
2.5499,-2.2692
9.3096,2.5022
4.1772,0.8934
9.6602,1.6271
6.5290,-2.3390
0.2692,1.2804
1.3668,2.6080
9.3416,2.4621
6.6028,-2.4026
8.2002,1.0212
4.1280,0.6631
9.9813,0.2408
7.2743,-2.8702
0.4615,1.9056
7.9492,-0.1880
9.6700,1.6795
3.5660,-1.9040
0.4994,2.0936
8.5917,2.3513
7.0870,-2.8431
3.9034,-0.5540
5.6064,1.6365
9.5623,1.9365
7.5138,-2.2221
6.5182,-2.2068
0.7885,2.8084
9.6444,1.5748
8.7233,2.5890
0.7267,2.6945
6.6779,-2.5820
2.0806,-0.3531
9.2631,2.8778
9.6988,1.4652
7.2684,-2.8838
3.5038,-2.1218
9.8152,0.8601
3.5722,-2.0801
3.1544,-2.8779
5.4609,2.3086
8.0122,0.2584
0.0865,0.4156
9.5800,1.8773
1.2793,2.8144
4.7296,2.8117
0.7233,2.7053
1.1168,2.9275
8.0893,0.5994
8.0047,0.0199
7.6751,-1.3352
2.4095,-1.7072
3.7362,-1.1610
7.2642,-2.7889
8.8627,2.8497
4.8390,3.0061
5.3968,2.4338
9.2375,2.8309
2.7647,-2.6924
2.6044,-2.4241
1.6312,1.4266
8.6645,2.4721
3.7353,-1.2143
3.2349,-2.6316
6.8986,-3.0135
0.0607,0.3020
6.4670,-1.9779
6.8119,-2.8937
8.0788,0.3040
2.9380,-3.0818
9.4557,2.2729
3.7367,-1.1042
8.1873,1.0013
3.3990,-2.3750
8.6427,2.5406
2.7099,-2.7282
0.8710,2.8253
5.2921,2.7999
0.3498,1.5378
8.6243,2.5357
1.6336,1.7650
2.6191,-2.4124
9.4120,2.5162
9.7145,1.2587
2.8540,-2.9720
4.2449,1.0635
3.4388,-2.2955
5.3063,2.7172
1.4746,2.2865
0.7890,2.8251
4.6293,2.4171
4.0742,0.2184
1.8259,0.8701
4.9800,2.8527
3.8312,-0.6703
4.2942,1.3639
7.8692,-0.7356
2.4650,-1.8254
5.9563,0.1130
1.6306,1.7297
5.6931,1.4598
8.5528,2.2176
2.2966,-1.2199
2.7189,-2.6759
7.3023,-2.5471
0.7856,3.0157
3.7391,-1.2727
8.3689,1.5302
1.1378,2.9906
4.6034,2.3455
0.3239,1.4307
3.6649,-1.4165
1.8875,0.5660
4.9468,3.0297
3.0321,-3.0183
0.7711,2.7841
8.2542,1.0854
1.5178,2.0445
3.6709,-1.3493
0.1784,0.9462
9.2814,2.7545
3.5537,-1.7852
1.5535,1.6119
3.5368,-1.9562
3.0850,-2.8510
0.3344,1.3792
2.3396,-1.5948
5.3437,2.5411
4.6765,2.6503
3.8893,-0.4540
6.1907,-1.0106
5.8801,0.4518
6.3365,-1.4868
8.9123,2.8753
2.8455,-2.8949
4.7492,2.7590
2.5886,-2.3712
1.3111,2.5045
6.3225,-1.3396
5.9086,0.4972
6.3488,-1.5771
9.2637,2.7167
4.3251,1.4935
6.4952,-2.2581
4.9315,2.8669
7.0996,-3.0401
5.1348,2.9199
8.9652,2.9296
2.0233,-0.0813
6.9340,-2.9903
1.2031,2.8918
6.1830,-0.8119
6.4501,-2.0148
6.0992,-0.3075
8.8359,2.8501
8.1753,0.9367
7.1697,-3.0011
9.7236,1.1667
5.6430,1.6857
7.0891,-3.0913
6.4526,-1.8800
1.3660,2.4801
2.5649,-2.4047
7.0596,-2.9070
5.6922,1.2371
2.5964,-2.4346
3.9727,-0.2139
0.2029,1.0439
0.9136,2.9114
1.2690,2.6777
3.5299,-2.0926
4.3318,1.6164
7.6214,-1.8229
7.1344,-2.9441
5.6740,1.5014
7.2666,-2.7428
3.9082,-0.4814
0.1597,0.7170
0.8797,2.9788
7.5831,-1.7951
8.4022,1.6657
7.4469,-2.3326
3.4203,-2.2626
9.5526,1.9401
7.2526,-2.8944
9.1471,2.9890
4.3602,1.4806
1.7123,1.3501
6.5442,-2.3320
4.6721,2.5640
1.0648,3.0568
0.0987,0.4164
5.5409,2.0120
1.4792,2.1646
0.9541,3.0397
3.4278,-2.2971
3.0461,-2.9093
8.5043,2.0064
6.2605,-1.3822
9.6160,1.6218
2.8768,-2.7133
7.8957,-0.6723
0.0392,0.3557
4.8447,2.9093
1.8509,0.5784
0.2818,1.2927
3.4394,-2.3770
0.2200,1.0797
0.6864,2.5160
3.8916,-0.4963
4.9185,3.1202
3.8498,-0.6546
3.6043,-1.7021
8.7402,2.6679
2.7979,-2.9429
8.2338,1.0121
5.9433,0.2616
1.5436,1.9653
1.4053,2.4957
4.0995,0.5789
9.6003,1.8723
4.2871,1.4810
3.3556,-2.3012
9.4480,2.2681
5.4249,2.3988
2.6230,-2.6109
7.6261,-1.7603
5.4478,2.3546
4.8323,2.8898
6.3280,-1.4765
6.9124,-2.7505
0.5682,2.4210
0.2792,1.2345
3.9959,0.0395
2.7937,-2.9152
8.6952,2.7105
9.8634,0.6215
1.7661,1.2909
1.2626,2.7917
6.4271,-2.0073
5.8728,0.6489
8.5742,2.2860
4.0340,0.2863
8.4125,1.7379
0.6874,2.5494
2.2857,-1.3309
6.7778,-2.7050
0.7795,2.7381
4.3043,1.3532
2.2075,-0.9400
3.2467,-2.9001
7.4489,-2.1278
2.5515,-2.1606
9.7093,1.4056
3.3723,-2.4891
1.7025,1.2252
7.6659,-1.3606
2.6841,-2.6684
1.5502,1.9606
9.0687,3.0280
5.5505,1.8804
0.7382,2.8576
7.2020,-2.9290
8.3688,1.7870
9.5019,2.1946
5.5648,1.8033
4.4032,1.6763
2.2801,-1.2458
5.7618,1.1802
8.9902,3.1226
4.8636,3.0397
6.9428,-2.8238
6.3070,-1.5665
8.8925,2.9855
2.3721,-1.6688
6.2639,-1.0939
3.3886,-2.4713
9.5976,1.8099
4.0498,0.3436
5.9736,0.1054
8.3012,1.3234
9.7280,1.1897
1.5649,2.0172
7.5340,-1.9557
9.0843,2.7356
1.8350,0.7832
5.0683,3.0269
0.5215,2.2218
8.7073,2.7167
3.2511,-2.7398
4.2955,1.4378
8.8471,3.0956
4.5298,2.0606
0.0328,0.1478
1.9372,0.2986
7.0639,-2.9705
3.4210,-2.4132
2.0902,-0.4551
1.5914,1.6783
6.0467,-0.3758
6.8902,-2.8678
4.0208,0.0593
3.2586,-2.6531
1.6695,1.5803
7.7242,-1.1036
8.8655,2.8686
8.4481,1.8791
9.3501,2.4057
3.1796,-2.7362
3.7627,-1.0456
6.0244,-0.1178
5.7431,1.2623
1.8821,0.6261
4.6301,2.7248
6.8966,-2.9528
9.4167,2.5608
5.8921,0.4645
0.7239,2.7296
2.5926,-2.3348
2.8761,-2.8799
4.9104,2.9431
7.6899,-1.5017
7.0711,-3.2272
2.8015,-3.0342
0.8747,2.9273
0.3810,1.6831
4.1659,0.7016
2.5813,-2.3051
4.5690,2.2438
0.9327,3.0453
8.8876,3.1250
2.8511,-2.8000
3.3373,-2.7939
0.9597,2.8472
8.5498,2.3937
2.1941,-0.9599
2.3519,-1.5895
7.7191,-1.2176
6.7611,-2.7418
3.7524,-1.2655
6.0537,-0.2635
1.9141,0.3708
8.6387,2.4506
4.8286,2.8513
8.6020,2.4538
8.1309,0.6598
3.3028,-2.7480
6.5253,-2.1761
6.5093,-2.0688
6.5005,-2.0703
4.9160,2.9504
3.9125,-0.3078
9.6816,1.5735
0.6119,2.4403
9.1029,3.1369
1.4162,2.3742
6.6833,-2.4888
6.9738,-2.9485
9.3875,2.5521
1.1400,2.8899
3.4116,-2.2937
8.3408,1.4312
1.2862,2.6961
2.0099,0.1153
6.3488,-1.5981
3.0017,-3.0838
2.1998,-0.9029
5.0526,2.7220
6.4872,-2.0683
0.2783,1.4735
2.8899,-2.9851
7.0322,-2.9101
1.7216,1.3280
2.4746,-2.3146
7.7349,-1.1422
9.8433,0.8185
5.5196,2.2308
3.5765,-1.8347
4.7161,2.7569
6.6010,-2.5744
1.2750,2.7197
7.6667,-1.5846
2.4948,-2.1596
7.9850,-0.0283
1.2584,2.8340
0.2679,1.3294
9.7260,1.1523
6.9741,-3.0138
3.0602,-3.0578
6.2748,-1.4466
0.6677,2.5694
9.5243,2.1704
7.3675,-2.4864
9.2486,2.7938
0.7871,2.8371
0.0071,-0.0595
6.7817,-2.8803
8.6035,2.4001
0.9357,2.9864
1.6137,1.9111
0.6314,2.5813
3.2828,-2.8422
2.7730,-2.7753
2.5952,-2.4697
3.1826,-2.9613
0.2490,1.1501
6.5197,-2.0894
5.9306,0.1927
9.3114,2.6979
8.5571,2.1625
2.1389,-0.6990
2.6195,-2.4180
6.4545,-2.0829
8.0896,0.6506
2.5077,-2.1208
0.4865,2.0832
4.8607,3.0265
0.1605,0.9189
4.1147,0.5541
8.4287,1.9465
2.8958,-2.8368
9.3116,2.6541
5.0143,2.9718
7.6184,-1.8400
9.9014,0.4565
4.7853,2.8765
6.3986,-1.8928
0.2590,1.2059
7.8028,-0.9419
8.0305,0.3342
5.5469,2.0402
8.0081,-0.0163
3.9762,-0.1545
6.6186,-2.6271
6.8269,-2.8950
2.2874,-1.2782
6.3346,-1.3756
1.7898,0.8748
3.3939,-2.5514
6.1620,-0.8642
3.7002,-1.3051
8.5645,2.4787
5.4129,2.2523
0.1892,0.8931
9.8332,1.0471
1.7101,1.4435
6.7007,-2.7379
8.6705,2.6709
0.8450,2.7671
0.6821,2.6259
0.3301,1.4593
4.2552,1.2248
3.7615,-1.1336
5.7321,1.1977
2.0567,-0.2196
1.8793,0.6081
7.1545,-3.0469
0.5618,2.1422
2.4942,-2.0350
6.4992,-2.0735
8.3375,1.6844
4.8167,2.7232
5.7214,1.1415
2.5469,-2.2297
5.6585,1.4046
1.5501,1.8350
1.7792,0.9093
3.0121,-3.0808
6.7624,-2.8236
2.7281,-2.7985
2.8923,-2.9296
1.1703,2.8828
2.4046,-1.7077
9.5302,1.9635
9.5650,1.9336
7.3925,-2.5104
8.0747,0.3862
2.2635,-1.2785
1.5156,2.0939
4.5177,2.1857
3.0032,-2.8624
7.8842,-0.5120
1.9240,0.3503
0.9011,2.8225
4.2867,1.3960
8.3741,1.6925
9.6860,1.5609
3.4996,-2.1620
5.5345,2.0938
8.8993,2.9108
1.9583,0.2039
6.0743,-0.2898
3.3150,-2.7285
4.7110,2.6478
2.7571,-2.6200
2.9669,-3.0383
5.6993,1.1718
8.1645,0.7649
6.4767,-2.0424
2.2897,-1.2859
6.1515,-0.6978
9.6928,1.2974
9.2697,2.6867
0.1225,0.5453
2.0908,-0.4911
0.5315,2.3120
4.7866,2.7212
5.4479,2.2017
7.2597,-2.8040
6.7871,-2.8842
8.9060,2.9228
3.4094,-2.4793
8.0432,0.1169
5.2503,2.8934
3.0282,-3.0201
7.6993,-1.4200
1.9826,0.1501
1.5276,1.9606
7.9805,-0.0035
4.7319,2.7343
5.7645,1.0980
2.1403,-0.5962
1.4006,2.2343
7.7155,-1.2960
8.8214,2.8863
0.8838,3.0352
8.0150,0.0897
2.0621,-0.3702
9.7470,1.2162
6.7132,-2.6898
8.9869,2.8808
7.5690,-2.0255
2.1382,-0.6205
7.5485,-1.8583
0.3687,1.6690
1.1657,2.7527
0.2725,1.3145
2.6868,-2.6366
8.9999,3.1145
8.8578,2.9590
3.2165,-2.6483
5.7504,1.0783
8.7111,2.8447
2.4797,-2.1370
2.9830,-3.0839
1.0279,2.9493
2.2280,-1.0215
2.4640,-2.1136
5.4550,2.2631
0.2170,1.1245
5.2936,2.7834
1.1532,2.8277
4.7880,3.0489
5.3461,2.4904
4.6089,2.3067
9.5641,2.0439
8.8364,2.8653
0.2029,0.9372
1.8369,0.7303
0.6667,2.6434
3.5840,-1.7706
6.3668,-1.8277
7.9791,-0.1647
1.4682,2.3252
3.1079,-2.9671
7.4879,-2.0345
2.3974,-1.6757
7.9155,-0.3918
9.8971,0.3626
2.3809,-1.6710
6.8562,-2.9031
6.8169,-2.8467
3.9859,-0.1124
0.2928,1.2347
3.1366,-2.9179
0.4437,1.7554
1.8324,0.7923
9.5687,1.9524
1.7859,0.9594
1.7461,1.1307
5.0419,3.2459
1.6052,1.6395
8.0344,0.0594
4.0231,0.1210
4.4791,1.9504
2.5988,-2.4142
9.7717,1.0744
7.9022,-0.4255
3.2816,-2.6123
3.0316,-3.1280
1.9206,0.4228
6.3666,-1.6363
8.9405,2.8847
0.2551,1.3006
4.2769,1.1410
9.5972,1.6781
9.5903,1.7802
0.9878,3.0612
6.6523,-2.5726
2.9910,-3.1184
9.8738,0.5325
8.7631,2.7425
3.9919,-0.1493
5.3654,2.7291
4.7210,2.7986
5.1982,2.9752
9.6029,1.7941
5.0110,2.9155
2.1137,-0.5075
0.0037,0.1665
3.8582,-0.6507
0.3613,1.4770
2.8701,-2.7675
7.9879,-0.0961
5.5877,1.7974
2.0932,-0.3769
3.1655,-2.8169
2.5224,-1.9610
2.2353,-0.8882
1.4142,2.5199
7.8032,-0.7614
9.3545,2.5035
0.3720,1.6901
1.2387,2.9766
3.2916,-2.6146
0.2571,1.3042
4.2557,1.2784
2.6901,-2.5936
6.9753,-3.0376
6.9198,-2.9625
3.7947,-1.0274
8.1696,0.7134
4.3768,1.4501
4.1916,0.9347
8.2852,1.2950
6.6804,-2.5997
7.3681,-2.6486
9.2435,2.8164
6.3381,-1.4373
5.9178,0.2576
7.6023,-1.8640
4.9911,2.8363
7.4702,-2.2750
1.8527,0.7995
5.6088,1.7490
4.7855,2.5646
6.7948,-2.7876
7.1749,-2.9484
0.6443,2.5135
0.5119,2.1386
0.2686,1.1819
0.9114,2.7881
0.4981,2.2700
7.6145,-1.9487
6.8231,-2.9248
7.3752,-2.3958
8.8013,2.8134
3.1790,-2.9624
7.7644,-1.3084
7.1448,-3.0399
1.9387,0.2837
5.8284,0.7401
4.1917,0.8591
9.9837,-0.0255
8.2671,1.2172
1.1994,2.7951
0.9534,3.0171
5.4356,2.3065
8.6857,2.6092
4.2116,1.0941
9.2582,2.6744
3.6028,-1.7741
1.4332,2.4571
5.4936,2.2920
3.9143,-0.5523
0.3358,1.3896
0.7788,2.8067
1.2413,2.7519
0.4145,1.7278
4.7977,2.6965
8.8092,2.8236
9.2230,2.7356
6.3648,-1.7406
3.0289,-2.9589
6.6027,-2.5012
0.5641,2.2746
7.7363,-1.2906
4.0191,0.1656
7.4620,-2.4570
1.3056,2.5877
0.2254,0.9203
4.5942,2.3058
6.7115,-2.7745
0.6457,2.5144
1.1266,2.8972
0.4728,1.9279
8.6584,2.7156
2.4329,-1.8245
7.7842,-1.1024
3.4817,-2.2269
8.2511,1.0885
3.7027,-1.2464
8.3761,1.6744
8.0333,0.0478
8.4693,1.8617
9.5503,1.9868
6.8327,-2.8193
2.5326,-2.1110
0.8716,2.8597
3.9520,-0.3796
7.7526,-1.1176
7.4126,-2.4516
7.0998,-2.9317
2.3873,-1.6990
6.4095,-1.8122
9.6144,1.6415
0.2213,1.2238
2.5813,-2.2816
8.6564,2.8183
7.6155,-1.7041
3.7408,-1.2839
1.7162,1.3514
4.3271,1.3918
0.2500,1.1235
4.8924,2.8384
7.6548,-1.4727
3.4415,-2.3234
1.1722,2.8472
2.9267,-2.7693
5.6774,1.6078
6.3236,-1.5323
4.7788,2.9257
3.6387,-1.7930
5.2173,2.7361
9.8584,0.7079
7.0789,-2.9653
0.9017,2.9821
6.7733,-2.5751
6.8163,-2.8484
2.2565,-1.1841
7.1618,-3.0229
0.9474,2.9112
9.3315,2.5228
2.7391,-2.7482
8.6051,2.5131
4.7593,2.7951
9.2599,2.8902
5.1268,2.8700
6.1327,-0.5606
7.1957,-2.9347
3.6113,-1.8683
2.1057,-0.4705
6.7716,-2.7421
6.9378,-3.0291
7.9237,-0.4434
5.8028,1.0453
7.8476,-0.7934
2.1614,-0.6861
8.8167,2.7975
6.4682,-1.9787
1.4261,2.4283
5.8581,0.6653
1.5854,1.9097
4.5479,2.1435
2.3490,-1.3676
9.3083,2.6425
4.1614,0.7024
4.5468,2.2365
0.2073,0.9221
1.8605,0.4545
8.1822,0.7982
2.0840,-0.4337
2.2768,-1.2464
8.4478,1.9003
8.3020,1.2802
3.3667,-2.4601
5.8651,0.4618
2.5618,-2.3743
3.9042,-0.3442
2.6210,-2.4843
3.9631,-0.2513
9.3977,2.4477
2.5205,-2.3554
3.2831,-2.6989
0.7138,2.5639
6.2545,-1.0742
2.7541,-2.9135
6.8653,-2.9961
9.9436,0.1219
2.7497,-2.6837
4.9673,2.8465
0.1729,0.6955
7.7973,-0.7784
7.1194,-2.8080
3.4811,-2.2555
